sentiment,tweet,Processed Text
-1,tu lah dulu aku paling malas nk kutip sebab malu kot mintak duit kt orang,lah dulu paling malas nk kutip malu kot mintak duit
-1,rama gak usah ganggu aku sama karya ya tolong ,rama enggak perlu ganggu sama karya iya
-1,jangan begadang jangan minum2an soda jangan kau pilih dia pilihlah aku yang mampu mencintamu lebih dari dia ,jangan begadang jangan minum soda jangan pilih pilih mampu cinta lebih
1,pegi kedai bawak lah adik aku teman pastu uncle tu tanya ni anak you ke muka sama hahaha muka aku macam orang dah kawin ke doh,pegi kedai bawa lah adik teman pastu uncle tanya anak you muka sama hahaha muka macam deh kawin doh
0,amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara ,amin ustazah pening kepala me takpelah tulis je apa saya laratampai masa suruh hantar buku tara
0,aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab ,tahu bila time gaduh je english automatic power rasa time exam kena gaduh dulu before jawab
-1,td mikirnya gtu pngn ngegas jg tp apalah aku ini hanya orng kecil tidak pnya pengaruh jd ngegasnya sia2 kwkwkwk ,tadi mikirnya pengin ngegas tapi apa hanya kecil punya pengaruh jadi ngegasnya sia kwkwkwk
1,aku suka mie sedap kalau di tumis ulang pake bawang merah bawang putih telor daun bawang irisan ca ,suka mie sedap kalau tumis ulang pakai bawang merah bawang putih telor daun bawang iris ca
0,sebenarnya ramai sifu2 property approach aku utk join kelas investment etcemua cerita beli rumah murah dan sewakan ,benar ramai sifu property approach join kelas investment etcemua cerita beli rumah murah sewa
0,kamu sudah shalat jum'at belum letsfridaypray,shalat jumat letsfridaypray
-1,nak tnggu org reply email mmg lambat ah citenya aku nak settle kan bulan ni jgk ,nak tunggu reply email memang lambat ah citenya nak settle kan bulan juga
-1,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak ,rlt mutualan yuk gamasalah suka rt enggak sama twt receh rt iya tapi follback kalau maaf
0,giveaway ina only adakah yg masih nungguin wdtv sampai hampir gila kaya aku help dong 1 1 doa boleh sekalian ,giveaway ina only ada masih tunggu wdtv hampir gila kayak help dong doa sekali
0,semoga kamu jadi salah satu dari 3ahabat yang beruntung dapetin pulsa 50k ya jangan lupa like dan ajak 3 teman kamu unt ,moga jadi salah satu ahabat untung dapat pulsa k iya jangan lupa like ajak teman unt
-1,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt ,dara buat pergi kenduri kahwin lepas ramai sangat lepas risau dapat tempat duduk htt
1,jika aku jadi ratumu maka pasti kau rajanya ya kan ,jadi ratu pasti raja iya kan
0,aku baru je tukar tayar depan myvi sepasang rm 450 semalam ,baru je tukar tayar depan myvi pasang rm malam
0,hallo td aku berselancar di twt ttg belanja di gmarket gitu trs nemu km pernah beli album di gmarket ,halo tadi selancar twt belanja gmarket terus nemu pernah beli album gmarket
-1,boleh kot kalau nak buat insta story takyah jerit2 bingit sia telinga aku ckp biasa2 pun orang dah dgr ,kot kalau nak buat insta story takyah jerit banget sia telinga cakep biasabiasa deh dengar
-1,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih ,selalu kata penat when benar tengah rasa sedih
-1,aku beria sekalipun bukannya kau nak appreciate ,ria sekalipun bukan nak appreciate
0,aku nak buat nie ti,nak buat ti
0,pipi nya cubit pipi kamu emang mau nya di cium dmn ,pipi nya cubit pipi memang mau nya cium
-1,aku harap dia tak jual fhone 8 dia semata nak beli xs tu ,harap tidak jual fhone semata nak beli xs
0,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma ,memang best jenguk ikan datang pon pernah buat dekat pulau makan roti buat salah ikan kene sama
0,kalo aku bacanya sih emang kamu yang ngetik ga jelas wkwkwk,kalau baca sih memang etik enggak jelas wkwkwk
1,aku penggemar mie burung dara enaknya nyambung terus,gemar mie burung dara enak sambung terus
-1,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku ,assalam macam mana lelaki ingat jalan jauhelekoh belok rujuk maps even pernah pergiekali je kalau
-1,kalen kalen pada jahad ma aku ,kalen kalen jahad sama
-1,weyhh tolonglah faham aku sakit kau langsung tak kesah aku baru balik drpd klinik aku gagahkan badan aku untuk ,weyhh tolong faham sakit langsung kesah baru balik klinik gagah badan
-1,lebih baik aku seperti kopi yang dibiarkan membasi daripada kau sapa tapi sekedar basa basi ,lebih baik kopi biar basi sapa dar basa basi
0,giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga ,giveaway pulsa k menang cara retweet follow akun iya menang umumin tangga
1,ni kalau suami aku panggil sayang macam ni we're gonna make babies right after ,kalau suami panggil sayang macam were gonna pakai babies right after
0,ngapain kamu ,sedang apa
-1,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then ,confuse jual malaysia macam asik tunjuk kaya je nak jual nak show off tunjuk kaya then
1,be strong bro ,be strong saudara lakilaki
0,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s ,pernah pas ajar privat adek kakak murid adek weekend mau spore miss pernah si
0,aku dok bayang macam alien keluaq dari dada,dok bayang macam alien keluaq dada
1,di antara buku buku kesukaan yang kaubaca sampai malam kian jauh dan sendiri aku ingin jadi buku yang menelungkup di d ,antara buku buku suka baca malam kian jauh sendiri jadi buku telungkup di
0,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better ,adik darjah tetiba masuk bilik pastu pantun bread is rotihadow is bayangebelum akak mati better
0,fastga gifwinner palinguka pake banget yang iniiiii yoon as the cutest and mino pampers him ,fastga gifwinner palinguka pakai banget ini yoon as the cutest and mino pampers him
0,laki pun ada je ayat ni lahai ,laki ada je ayat lahai
0,diam tak berarti kamu kalah kadang itu hanya berarti kamu tak ingin berdebat dng orang yg bahkan menolak tuk mendengarkan ,diam arti kalah kadang hanya arti ingin debat bahkan tolak dengar
0,tengok ni ,jenguk
0,tls followan ama aku yukk rep rt kita temenan,tulis followan sama yuk rep rt teman
0,isteri tak sihat sejak smlm mcm biasa aku keluar pagi jam 6 30am dia yg akan hantar anak2 ke tadika taska but to ,isteri sehat sejak smlm macam biasa keluar pagi jam am yang hantar anakanak tadika taska but
1,cerita hari ini aku baru beli 2 hamster biar ngga kesepian aja sih di rumah aku pandaaaang terus mereka berdu ,cerita hari baru beli hamster biar sepi sih rumah pandaaaang terus berdu
0,aku ngak haha cuma bawa tas selempang kecil aja udah kemana2 ,enggak tertawa cuma bawa tas selempang kecil sudah
0,biasanya lewat jalur mana ke arah kampung kamu ,biasa lewat jalur mana arah kampung
-1,udah gausah baper dia itu ngetik cuma pake jari jadi kamu bacanya pake mata aja gausah pake hati ,enggak usah bawa asa itu etik cuma pakai jari jadi baca pakai mata enggak usah pakai hati
1,tak perlu takut untuk meninggalkan sesuatu yg tidak menghormatimu masih banyak kesempatan untukmu menjadi lebih terhormat jika kamu berani ,perlu takut tinggal yang hormat banyak sempat untuk jadi lebih hormat berani
-1,hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu ,hati kecewa sedih sorang je tahu tidak tahu
1,let me make this clear paan dlm hidup ni kan kalau kita xrasa gagal kita xkan ada motivasi n ,let me pakai this clear paan hidup kan kalau xrasa gagal xkan motivasi
-1,1 may aku postedih karena gak bisa nonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore ,mau postedih enggak tonton homeshake amp mild high club jakaa cosmo pyke diingapore
1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f ,iya allah lindung mu siksa kubur siksa neraka jahannam fitnah hidup mati dari f
0,rlt yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa,rlt suka jb yuk followan butuh teman obrol enggak cuman butuh followers rt ya
0,memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma ,memang best jenguk ikan datang pon pernah buat dekat pulau makan roti buat salah ikan kene sama
1,kuis lagi kuis lagi emang daihatsu baik banget yaahabat bagi bagi hadiah pulsa terus kuis kali ini kamu harus menebak ,kuis kuis memang daihatsu baik banget yaahabat bagi hadiah pulsa terus kuis kali tebak
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl ,kalau sungguh nak jaga je henti pura jaga diri paksa perl
0,ab yg bucin exo mutualan yuu rt rep yaa dn aku ada nya janji follback kenalan ya ,ab bucin exo mutualan yuk rt rep dan nya janji follback kenal iya
-1,sakdurunge koe dadi uler aku wes dadi kupu dadi saranku rasah perlu ngetoke goblokmu nganggo coro mbanggake bab nakalm ,sakdurunge koe dadi uler wes dadi kupu dadi saran rasah perlu ngetoke goblok nganggo coro mbanggake bab nakalm
1,stay beside you was my job hehee sayang kamu ,stay beside you was my job hehee sayang
0,sebenernya aku gapapa sih which is itu tuh penting bgt kan karena english tuh literally international language tp prefer bah ,benar gapapa sih which is tuh penting banget kan english tuh literally international language prefer bah
-1,dah lah cpk aku,deh lah cpk
-1,sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu ,sedih bila cerita patient huhu makcik masuk ward heart attack baik sangat suka tegur senyu
0,benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas ,benda rasa perlu nak bawa gurau rupa paras bentuk badan insecurities contoh gagap pas
0,ga ko aku juga pake bagpack,enggak kok pakai bagpack
1,hahahahaha terhibur betul lah lol semua tempat dia tiful kan ingat ke aku sorang je perasan typo dekat caption tu ,hahahahaha hibur betul lah tertawa semua tempat tiful kan ingat sorang je peras typo dekat caption
0,aku meninggal nanti aku harap tak adalah orang yang post gambar kubur aku letak caption panjang lebaq kau sedekah al ,tinggal harap adalah post gambar kubur letak caption panjang lebaq sedekah al
0,aku ingatkan berhari hari takda data ada la org cari aku dekat ws rupanya takda langsong ,ingat hari hari takda data lah cari dekat ws rupa takda langsong
0,baca ni aku tergolong org yg kaya ,baca golong kayak
1,fams sama aku yuk ,fams sama yuk
0,hari2 kalau tido brape jam je boleh mati sia otak aku ,harihari kalau tido brape jam je mati sia otak
0,hi semuanya aku adain give away nih give away nya album bts yg love yourself answers yey cukup follow dan retwee ,hai semua ada give away give away nya album bts love yourself answers yey cukup follow retwee
0,sembang dengan budak legend aku kau belajar kat mana main ml memboi ,sembang budak legend ajar kat mana main ml boi
-1,aku nangis nih ,menang
0,bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je ,bts sedang sibuk nafkah keluarga kejar impi army sedang sibuk nafkah sudah je
1,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan ,cuba nak amal sikap pergi mampus sayang gagal jenis mudah kasihan mudah maaf
-1,aku ditusuk dr belakang sakit ,tusuk belakang sakit
0,askmf ayah aku ayah kan gak suka pedes tp kenapa masakan mama yg pedes tetep ayah makan soalnya mama kamu m ,askmf ayah ayah kan enggak suka pedas kenapa masakan mama pedas tetap ayah makan soal mama sama
0,aku tahu kalau check in the girls akan idamkan peluk sambil tido but then tak rasa kebas ke lelaki statik je tido mcm tu na ,tahu kalau check the girls idam peluk tido but then rasa kebas lelaki statik je tido macam nya
0,tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p ,tahu eptember ingat hari kunjung pustaka ingat mulai sejak tahun p
0,aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab ,tahu bila time gaduh je english automatic power rasa time exam kena gaduh dulu before jawab
0,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https ,nctea lama cuma tahu foto jisung yang sini sekarang tahu video nya mission complete
0,tadi kt dapur nk mkn aku nyanyi la lagu aizat jika ku air wudhukmu menjadi serimu dalam lima waktu mak pun sound da ,tadi dapur nk makin nyanyi lah lagu aizat ku air wudhukmu jadi seri lima waktu ibu sound dah
-1,selama ni mmg ketinggian tk pernah jdi penghalang rupa yg selalu menjadi penghalang ,lama memang tinggi tak pernah jadi halang rupa selalu jadi halang
-1,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe ,sedih rasa kadang kadang bila doa doa makbul walaupun bukan hamba baik allah tahu apa pe
0,aku tambahin deh nih,tambah deh
-1,i baru 3a hm mengecewakan hang takmau a tu mai kat aku ' ,i baru a hm kecewa hang takmau a mau kat
0,aku pernah ketemu lisa blackpink lagi solat di mesjid thailand dia wudhu juga aku liat ,pernah ketemu lisa blackpink solat mesjid thailand wudhu lihat
1,wkwkwk gt lt berdoa aja kamu lip yg banyak semoga ganteng wowognya ,wkwkwk lantai doa lip banyak moga ganteng wowognya
0,aku macam tahu je siapa bdhshshhs,macam tahu je siapa bdhshshhs
-1,tapi aku tgok lelaki asia pun mostly lpas kawin badan naik dan boroi ,tgok lelaki asia mostly lpas kawin badan naik boroi
0,kamu akan tanya karena aku pun juga mau tanya ,tanya juga mau tanya
1,udah tau ikon dari jaman win yang aku suka pertama itu taehyun terus suka yunhyeong aku dukung ti ,tahu lambang jaman win suka pertama taehyun terus suka yunhyeong dukung ti
0,aku lg baca buku ini yg suka puisi yuk reply halamannya dari 2 sampe 153 nanti aku fotoin rlt ,baca buku yang suka puisi yuk reply halaman sampai foto rlt
0,kenapa nama kucing sama denngan nama aku ,nama kucing sama denngan nama
1,gilaaa beliin aku dong kak ,gila belikan dong kak
0,aku jual yg penting emailnya masih aktif,jual penting email aktif
0,ayo siapa lagi yang mau ,ayo siapa yang mau
0,freebies alle yuk cari aku di venue dan ikutin rules di gambar ini untuk dapetin freebies idealcutinjkt apinkinjkt ,freebies alle yuk cari venue ikut rules gambar untuk dapat freebies idealcutinjkt apinkinjkt
0,woooojin apaaa jihoon ha,woooojin apa jihoon tertawa
0,kahkah tu lah aku confuse ni hmmm,kah lah confuse hmmm
-1,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant ,wanita paling malang dunia wanita salah pilih suami isteri cermin suami cantik suami cant
0,ga yg ini aku masih pilih2 pemenangnyausah komentarnya pada bagus2 jdi bingung pilihnya tunggu sebentar lg okem ,enggak ini pilih pemenangnyausah komentar bagusbagus jadi bingung pilih tunggu sebentar okem
0,bila cg intai kertas exam masa kau buat ,bila cg intai kertas exam masa buat
-1,me doin math paper 1 hshshshshshsh bodo asal takama dgn jawapan aku hshshssh 5 minit lagi tembak ,me doin math paper hshshshshshsh bodo asal takama jawapan hshshssh minit tembak
-1,gila punya perempuan gaduhikit sampai 7 bulan tak tegur lelaki gaduh hari ni esok dah stable sesama ,gila punya perempuan gaduhikit bulan tegur lelaki gaduh hari esok deh stable sama
